,lst
10611,14597
10612,15788
10613,8699
10614,225
10615,16036
10616,15760
10617,17797
10618,15018
10619,18327
10620,17958
10621,4676
10622,8372
10623,13802
10624,4540
10625,14824
10626,7408
10627,19937
10628,4992
10629,14278
10630,3377
10631,1124
10632,10075
10633,16459
10634,11425
10635,18865
10636,10688
10637,14595
10638,8658
10639,8424
10640,8729
10641,7830
10642,15791
10643,18058
10644,5115
10645,6878
10646,4323
10647,2253
10648,9531
10649,12461
10650,3469
10651,13888
10652,18309
10653,3131
10654,8876
10655,3867
10656,11346
10657,9983
10658,3930
10659,16247
10660,11030
10661,17821
10662,15181
10663,17334
10664,6994
10665,8067
10666,8481
10667,17251
10668,18747
10669,16851
10670,12994
10671,8929
10672,16217
10673,16101
10674,14772
10675,6183
10676,13407
10677,3674
10678,5776
10679,472
10680,17432
10681,13585
10682,17427
10683,18943
10684,2868
10685,5256
10686,18329
10687,11252
10688,2076
10689,1026
10690,13161
10691,4431
10692,19557
10693,14396
10694,13262
10695,12663
10696,4938
10697,8401
10698,15286
10699,11747
10700,13094
10701,17066
10702,14569
10703,8343
10704,1865
10705,8996
10706,19295
10707,18381
10708,5065
10709,10538
10710,3172
10711,7635
10712,5286
10713,7655
10714,4917
10715,9876
10716,4704
10717,2406
10718,15178
10719,8299
10720,18051
10721,14827
10722,19681
10723,16550
10724,14169
10725,11414
10726,4176
10727,12492
10728,6951
10729,9239
10730,18610
10731,13234
10732,18819
10733,514
10734,11164
10735,16895
10736,758
10737,3818
10738,474
10739,9808
10740,12594
10741,6567
10742,1431
10743,5535
10744,4301
10745,8145
10746,3182
10747,6318
10748,10513
10749,4785
10750,11789
10751,9409
10752,10597
10753,16470
10754,5491
10755,17433
10756,2682
10757,11791
10758,6770
10759,9305
10760,4013
10761,234
10762,18533
10763,16988
10764,17713
10765,4608
10766,2689
10767,17841
10768,5678
10769,18895
10770,5691
10771,3748
10772,16998
10773,2231
10774,7411
10775,17866
10776,8041
10777,3984
10778,14574
10779,6706
10780,12826
10781,2410
10782,7529
10783,8487
10784,17488
10785,6843
10786,10388
10787,11511
10788,3058
10789,9783
10790,7169
10791,19045
10792,6757
10793,2558
10794,7421
10795,15114
10796,9872
10797,18174
10798,18936
10799,10032
10800,2210
10801,3256
10802,17991
10803,11885
10804,859
10805,16723
10806,9723
10807,194
10808,6565
10809,1171
10810,6570
10811,10415
10812,9775
10813,14706
10814,2333
10815,3225
10816,6892
10817,19012
10818,14642
10819,19892
10820,18170
10821,17595
10822,17772
10823,14756
10824,13442
10825,18397
10826,91
10827,9767
10828,6798
10829,9780
10830,5098
10831,19880
10832,7988
10833,5750
10834,14967
10835,17438
10836,10716
10837,17499
10838,18230
10839,11467
10840,5870
10841,14738
10842,1887
10843,1686
10844,3908
10845,17845
10846,1516
10847,13811
10848,12315
10849,802
10850,10954
10851,17969
10852,5289
10853,17273
10854,1265
10855,9785
10856,8675
10857,19686
10858,2675
10859,8915
10860,542
10861,15936
10862,5294
10863,10847
10864,4022
10865,6602
10866,3898
10867,7102
10868,13928
10869,18430
10870,12256
10871,1092
10872,5220
10873,7617
10874,9878
10875,407
10876,12012
10877,13497
10878,10288
10879,19144
10880,5837
10881,16554
10882,5354
10883,242
10884,13819
10885,1953
10886,3381
10887,550
10888,1912
10889,1365
10890,13870
10891,4977
10892,8536
10893,14659
10894,11159
10895,16888
10896,10170
10897,12226
10898,8446
10899,19738
10900,18102
10901,19810
10902,2988
10903,12734
10904,10872
10905,3206
10906,8971
10907,6308
10908,15996
10909,14205
10910,7005
10911,13118
10912,12
10913,1570
10914,8263
10915,5609
10916,4177
10917,2083
10918,1584
10919,3370
10920,13503
10921,3255
10922,1002
10923,3115
10924,8578
10925,10877
10926,11241
10927,13574
10928,17542
10929,2128
10930,10055
10931,7918
10932,3359
10933,7862
10934,1999
10935,14929
10936,5583
10937,9959
10938,457
10939,17046
10940,349
10941,10084
10942,3505
10943,14368
10944,6612
10945,12105
10946,18149
10947,6553
10948,4188
10949,12784
10950,11529
10951,18783
10952,1965
10953,12106
10954,19905
10955,19022
10956,5571
10957,13937
10958,18354
10959,18059
10960,1330
10961,4358
10962,14381
10963,17579
10964,4269
10965,6617
10966,12289
10967,13240
10968,5802
10969,14960
10970,10654
10971,13255
10972,4108
10973,9921
10974,13709
10975,19046
10976,19576
10977,6344
10978,8613
10979,3678
10980,19421
10981,2685
10982,9484
10983,17244
10984,15217
10985,13037
10986,5326
10987,7855
10988,6316
10989,13696
10990,3402
10991,16637
10992,149
10993,19189
10994,14418
10995,4030
10996,15771
10997,367
10998,6482
10999,3130
11000,16535
11001,18699
11002,9198
11003,4075
11004,4223
11005,7121
11006,16896
11007,11308
11008,1629
11009,386
11010,15871
11011,7890
11012,124
11013,17321
11014,13055
11015,19946
11016,3631
11017,14646
11018,12814
11019,693
11020,6785
11021,6608
11022,9908
11023,15725
11024,14648
11025,11901
11026,16239
11027,15468
11028,10693
11029,14378
11030,7904
11031,13441
11032,12787
11033,5149
11034,9410
11035,18351
11036,3448
11037,8571
11038,5777
11039,3630
11040,8397
11041,19109
11042,18654
11043,6697
11044,6731
11045,19864
11046,15672
11047,13345
11048,11077
11049,4620
11050,689
11051,18738
11052,19906
11053,7789
11054,10643
11055,8946
11056,700
11057,12934
11058,19494
11059,12863
11060,7649
11061,15710
11062,10910
11063,13417
11064,11225
11065,18089
11066,2975
11067,5950
11068,17216
11069,10925
11070,5663
11071,18727
11072,18262
11073,15319
11074,7589
11075,9125
11076,17842
11077,5418
11078,10657
11079,3583
11080,19862
11081,12280
11082,2185
11083,18371
11084,13145
11085,47
11086,3289
11087,7784
11088,15128
11089,9075
11090,11446
11091,18292
11092,18926
11093,10212
11094,16825
11095,16120
11096,18113
11097,9114
11098,5359
11099,1186
11100,7429
11101,13072
11102,12015
11103,2262
11104,13708
11105,9159
11106,16236
11107,11284
11108,1077
11109,2411
11110,8298
11111,11358
11112,13562
11113,11093
11114,14441
11115,12010
11116,17895
11117,7650
11118,2415
11119,9434
11120,258
11121,6265
11122,5144
11123,7210
11124,15730
11125,1917
11126,18025
11127,18244
11128,19514
11129,18207
11130,2049
11131,1233
11132,7424
11133,18600
11134,19364
11135,12310
11136,3704
11137,6552
11138,19283
11139,13395
11140,14978
11141,11038
11142,16780
11143,12684
11144,10052
11145,18506
11146,4843
11147,11016
11148,7697
11149,4291
11150,3004
11151,1809
11152,1530
11153,2358
11154,17787
11155,2147
11156,6516
11157,16337
11158,4263
11159,2157
11160,5110
11161,4724
11162,161
11163,4195
11164,16198
11165,5699
11166,6450
11167,10814
11168,14737
11169,16311
11170,9856
11171,10069
11172,1435
11173,9924
11174,857
11175,17367
11176,3869
11177,9571
11178,17754
11179,14141
11180,15137
11181,13563
11182,3809
11183,15088
11184,10455
11185,15997
11186,9764
11187,2632
11188,14302
11189,1820
11190,4837
11191,18570
11192,10307
11193,14394
11194,2145
11195,12929
11196,4369
11197,8560
11198,1478
11199,13112
11200,17650
11201,8529
11202,19300
11203,10863
11204,16008
11205,10788
11206,17666
11207,17395
11208,10152
11209,15082
11210,2633
11211,4278
11212,5798
11213,9687
11214,1222
11215,6241
11216,14532
11217,3284
11218,14533
11219,8991
11220,18916
11221,4034
11222,9967
11223,4910
11224,3319
11225,9481
11226,14428
11227,9870
11228,10656
11229,5631
11230,5257
11231,18339
11232,7568
11233,1078
11234,14911
11235,15233
11236,2201
11237,12019
11238,8580
11239,18359
11240,17693
11241,19296
11242,9319
11243,12279
11244,1243
11245,6448
11246,1819
11247,15205
11248,15870
11249,5931
11250,17070
11251,7161
11252,10050
11253,8532
11254,1844
11255,8387
11256,5485
11257,18680
11258,3089
11259,506
11260,4868
11261,2404
11262,15683
11263,10533
11264,15182
11265,13366
11266,18850
11267,13798
11268,1250
11269,15492
11270,1023
11271,2065
11272,5952
11273,16350
11274,14681
11275,4827
11276,5
11277,15671
11278,8525
11279,3414
11280,15783
11281,4538
11282,5711
11283,6736
11284,4845
11285,10115
11286,6054
11287,13613
11288,15211
11289,16410
11290,19174
11291,1009
11292,2249
11293,8722
11294,4160
11295,9692
11296,15686
11297,7166
11298,296
11299,9383
11300,18856
11301,3993
11302,15173
11303,19212
11304,10681
11305,18474
11306,17928
11307,3887
11308,8651
11309,3858
11310,16439
11311,16152
11312,2572
11313,1607
11314,12116
11315,1742
11316,15124
11317,9674
11318,4103
11319,11945
11320,15385
11321,13730
11322,10059
11323,17777
11324,10060
11325,13923
11326,10236
11327,6334
11328,11248
11329,7192
11330,16374
11331,5472
11332,1393
11333,9981
11334,12683
11335,8737
11336,17424
11337,1618
11338,11997
11339,14892
11340,8667
11341,8864
11342,9016
11343,2394
11344,5980
11345,15487
11346,8292
11347,14968
11348,4482
11349,14482
11350,2067
11351,7615
11352,15299
11353,1436
11354,8340
11355,3998
11356,14724
11357,16681
11358,9930
11359,6675
11360,1176
11361,8020
11362,5366
11363,466
11364,12162
11365,19836
11366,19883
11367,13524
11368,16282
11369,10259
11370,5520
11371,16228
11372,17716
11373,15985
11374,19930
11375,706
11376,1137
11377,18685
11378,4979
11379,19034
11380,212
11381,5067
11382,14631
11383,18129
11384,2863
11385,6325
11386,7069
11387,13862
11388,13727
11389,9404
11390,6381
11391,15972
11392,1328
11393,13205
11394,8683
11395,7703
11396,3860
11397,19354
11398,3049
11399,13267
11400,15346
11401,12186
11402,17861
11403,9034
11404,17459
11405,13135
11406,8215
11407,14335
11408,3213
11409,10498
11410,19381
11411,18452
11412,14834
11413,10372
11414,16339
11415,11306
11416,13890
11417,1937
11418,1008
11419,4913
11420,12359
11421,710
11422,9516
11423,14944
11424,1419
11425,5515
11426,6
11427,19697
11428,13139
11429,6875
11430,2881
11431,5466
11432,8891
11433,19656
11434,19044
11435,5371
11436,11124
11437,15724
11438,9289
11439,19782
11440,11043
11441,3032
11442,10035
11443,6865
11444,11600
11445,18435
11446,13790
11447,5177
11448,18729
11449,2753
11450,9062
11451,450
11452,14370
11453,8357
11454,6453
11455,9226
11456,5391
11457,12870
11458,15202
11459,9803
11460,686
11461,4375
11462,6797
11463,16918
11464,1733
11465,5335
11466,9946
11467,1687
11468,15810
11469,16254
11470,781
11471,14581
11472,16321
11473,14476
11474,3663
11475,11627
11476,2116
11477,19327
11478,19157
11479,12158
11480,17018
11481,10939
11482,4048
11483,15750
11484,14264
11485,6934
11486,2474
11487,224
11488,8366
11489,1636
11490,19203
11491,560
11492,11255
11493,11181
11494,18663
11495,5626
11496,14321
11497,9869
11498,12898
11499,957
11500,9103
11501,7448
11502,14293
11503,19636
11504,16384
11505,4088
11506,12143
11507,19439
11508,9693
11509,7595
11510,16050
11511,16585
11512,18455
11513,10832
11514,12632
11515,11145
11516,6454
11517,18478
11518,10007
11519,4562
11520,2139
11521,10441
11522,14502
11523,10034
11524,338
11525,1334
11526,19662
11527,13218
11528,5447
11529,2879
11530,13352
11531,779
11532,14891
11533,2779
11534,4042
11535,10263
11536,17151
11537,12147
11538,894
11539,2518
11540,4112
11541,5539
11542,17921
11543,17047
11544,5744
11545,8168
11546,12617
11547,1098
11548,16518
11549,5801
11550,16232
11551,3369
11552,6864
11553,8457
11554,12363
11555,4774
11556,2084
11557,8416
11558,600
11559,4309
11560,12061
11561,5827
11562,9765
11563,17526
11564,3545
11565,15065
11566,8845
11567,2408
11568,6447
11569,7059
11570,14095
11571,19107
11572,6660
11573,19289
11574,9849
11575,16646
11576,16806
11577,11948
11578,10609
11579,885
11580,2690
11581,6129
11582,4811
11583,5863
11584,11658
11585,5765
11586,19509
11587,9420
11588,19780
11589,10340
11590,1249
11591,14519
11592,16828
11593,14837
11594,15890
11595,2016
11596,8002
11597,6369
11598,11635
11599,889
11600,2005
11601,11420
11602,15072
11603,11080
11604,19641
11605,5685
11606,5498
11607,12873
11608,12735
11609,9890
11610,2434
11611,19010
11612,9110
11613,6311
11614,7336
11615,16313
11616,17810
11617,987
11618,6649
11619,19527
11620,12836
11621,19580
11622,19380
11623,12945
11624,10525
11625,3768
11626,17181
11627,18862
11628,8339
11629,10588
11630,19175
11631,15949
11632,14606
11633,11246
11634,3753
11635,11767
11636,8796
11637,10334
11638,6882
11639,15146
11640,16726
11641,19602
11642,12259
11643,17685
11644,15974
11645,12795
11646,6155
11647,380
11648,19181
11649,9414
11650,19137
11651,17537
11652,2870
11653,4612
11654,5283
11655,1229
11656,15375
11657,7909
11658,10241
11659,4507
11660,9145
11661,14452
11662,7713
11663,12227
11664,7110
11665,792
11666,1744
11667,1606
11668,19835
11669,13032
11670,11717
11671,13655
11672,16857
11673,18653
11674,16368
11675,18334
11676,9936
11677,292
11678,17211
11679,4660
11680,15230
11681,7599
11682,13669
11683,2766
11684,4725
11685,2086
11686,1339
11687,15503
11688,12172
11689,4237
11690,14904
11691,10088
11692,11704
11693,9232
11694,6733
11695,12332
11696,9101
11697,789
11698,9163
11699,2417
11700,12603
11701,10916
11702,5489
11703,8160
11704,14070
11705,8587
11706,17006
11707,17074
11708,788
11709,2217
11710,3717
11711,11995
11712,5527
11713,15612
11714,8694
11715,15772
11716,11723
11717,15853
11718,12377
11719,16398
11720,16264
11721,7120
11722,3782
11723,19934
11724,17056
11725,14483
11726,4559
11727,14479
11728,15499
11729,16712
11730,3408
11731,14208
11732,6792
11733,6914
11734,2867
11735,18985
11736,3478
11737,19024
11738,10427
11739,352
11740,14903
11741,7045
11742,6663
11743,13771
11744,9833
11745,310
11746,17361
11747,5254
11748,646
11749,9443
11750,12669
11751,19628
11752,2487
11753,2164
11754,12438
11755,3050
11756,18419
11757,15307
11758,15658
11759,3237
11760,3339
11761,4527
11762,13637
11763,17516
11764,18791
11765,2660
11766,10473
11767,1534
11768,17170
11769,19713
11770,3048
11771,3763
11772,1623
11773,19600
11774,12278
11775,15198
11776,8564
11777,255
11778,4925
11779,15865
11780,5192
11781,6439
11782,17887
11783,8705
11784,16528
11785,16493
11786,18299
11787,7269
11788,14869
11789,1309
11790,6255
11791,1101
11792,19371
11793,1380
11794,6947
11795,8128
11796,14214
11797,9962
11798,2103
11799,19667
11800,13489
11801,644
11802,9308
11803,12405
11804,3586
11805,7847
11806,19879
11807,5099
11808,10126
11809,18215
11810,3798
11811,7686
11812,17839
11813,4959
11814,4963
11815,15194
11816,597
11817,15620
11818,6817
11819,4962
11820,12486
11821,16053
11822,5024
11823,16109
11824,11943
11825,18797
11826,9122
11827,12757
11828,2925
11829,748
11830,1507
11831,14711
11832,2131
11833,5593
11834,163
11835,1823
11836,8504
11837,12190
11838,3744
11839,12133
11840,18472
11841,305
11842,3201
11843,3069
11844,7279
11845,10270
11846,4911
11847,4801
11848,2287
11849,15010
11850,18968
11851,9124
11852,15161
11853,1951
11854,15734
11855,6393
11856,19903
11857,17154
11858,5080
11859,6853
11860,4035
11861,18312
11862,855
11863,3786
11864,14299
11865,14034
11866,8806
11867,4870
11868,3527
11869,8116
11870,19374
11871,14453
11872,13357
11873,14992
11874,14307
11875,16621
11876,10117
11877,5077
11878,12972
11879,8771
11880,19262
11881,10141
11882,8781
11883,9709
11884,10145
11885,216
11886,16784
11887,18252
11888,4381
11889,17567
11890,12480
11891,15324
11892,3955
11893,8597
11894,881
11895,2473
11896,2
11897,5274
11898,314
11899,2041
11900,4872
11901,935
11902,115
11903,840
11904,11194
11905,14524
11906,9651
11907,15428
11908,18196
11909,17165
11910,19806
11911,14627
11912,18764
11913,16628
11914,663
11915,4867
11916,11110
11917,18459
11918,5729
11919,13137
11920,532
11921,1410
11922,19744
11923,13311
11924,14888
11925,12039
11926,4909
11927,9183
11928,19187
11929,10447
11930,17873
11931,5404
11932,6767
11933,14128
11934,4178
11935,8353
11936,1332
11937,6726
11938,18616
11939,4715
11940,16438
11941,9684
11942,7570
11943,3379
11944,537
11945,16874
11946,15515
11947,1622
11948,4333
11949,17315
11950,6799
11951,19949
11952,5972
11953,3796
11954,1612
11955,683
11956,6916
11957,12648
11958,5988
11959,14062
11960,18469
11961,13420
11962,7464
11963,10568
11964,109
11965,5517
11966,2195
11967,5384
11968,10691
11969,10815
11970,728
11971,4047
11972,13449
11973,14206
11974,11174
11975,2794
11976,19768
11977,3280
11978,7692
11979,11692
11980,7602
11981,12252
11982,8325
11983,7776
11984,15935
11985,17781
11986,8034
11987,1572
11988,10369
11989,19795
11990,18715
11991,5715
11992,10012
11993,4763
11994,12160
11995,4384
11996,2348
11997,2963
11998,4175
11999,8600
12000,7903
12001,13258
12002,9318
12003,17483
12004,17283
12005,524
12006,10621
12007,8944
12008,18131
12009,15778
12010,17036
12011,15695
12012,4570
12013,11328
12014,15414
12015,5630
12016,5347
12017,17089
12018,9233
12019,9814
12020,17330
12021,19725
12022,2876
12023,15485
12024,2676
12025,4829
12026,3245
12027,2984
12028,864
12029,19571
12030,1519
12031,2989
12032,8451
12033,11696
12034,8476
12035,11805
12036,12338
12037,3969
12038,3330
12039,17745
12040,6666
12041,11690
12042,11311
12043,9625
12044,14806
12045,19426
12046,654
12047,12616
12048,12660
12049,15006
12050,2029
12051,5681
12052,13833
12053,7963
12054,1374
12055,10927
12056,3890
12057,14900
12058,17289
12059,10834
12060,6370
12061,11854
12062,17450
12063,127
12064,12843
12065,14262
12066,18869
12067,17430
12068,17503
12069,16882
12070,13627
12071,11913
12072,2250
12073,19973
12074,8734
12075,19607
12076,10435
12077,15118
12078,9351
12079,1358
12080,7306
12081,6053
12082,9148
12083,8199
12084,19965
12085,3023
12086,1704
12087,14160
12088,19825
12089,6527
12090,18362
12091,19682
12092,7228
12093,19123
12094,1420
12095,15055
12096,16111
12097,10576
12098,8985
12099,4922
12100,2027
12101,13592
12102,6305
12103,593
12104,9205
12105,3020
12106,11379
12107,12637
12108,10520
12109,4876
12110,19866
12111,12285
12112,12991
12113,11531
12114,8153
12115,12973
12116,6075
12117,6191
12118,4266
12119,6789
12120,8535
12121,667
12122,4100
12123,6906
12124,912
12125,8586
12126,16962
12127,346
12128,7028
12129,14879
12130,6133
12131,7184
12132,11388
12133,19427
12134,11603
12135,5819
12136,3893
12137,7040
12138,19754
12139,8577
12140,14957
12141,3985
12142,4674
12143,19372
12144,17786
12145,4679
12146,10122
12147,9018
12148,2127
12149,8960
12150,11001
12151,15685
12152,4504
12153,16134
12154,8852
12155,18021
12156,7565
12157,1768
12158,5069
12159,2791
12160,9977
12161,14123
12162,16982
12163,13445
12164,11007
12165,8268
12166,11504
12167,10111
12168,17145
12169,19647
12170,4380
12171,15282
12172,15802
12173,15564
12174,18983
12175,3504
12176,13586
12177,5162
12178,333
12179,811
12180,9752
12181,17644
12182,17115
12183,18900
12184,8488
12185,12649
12186,15369
12187,8086
12188,7838
12189,6606
12190,15188
12191,4014
12192,273
12193,14815
12194,15298
12195,8869
12196,14102
12197,13645
12198,4828
12199,670
12200,5468
12201,12223
12202,6248
12203,1387
12204,6178
12205,1383
12206,15567
12207,7709
12208,12199
12209,409
12210,10906
12211,2986
12212,16801
12213,60
12214,3799
12215,3916
12216,3994
12217,19688
12218,6298
12219,16626
12220,7665
12221,5267
12222,9061
12223,14604
12224,13791
12225,13594
12226,1714
12227,15431
12228,11963
12229,15038
12230,18364
12231,12234
12232,3856
12233,3790
12234,4322
12235,13465
12236,7359
12237,6302
12238,7223
12239,11470
12240,15603
12241,4692
12242,6249
12243,19644
12244,13742
12245,9017
12246,3925
12247,1366
12248,10602
12249,19500
12250,5780
12251,1829
12252,9315
12253,11842
12254,18746
12255,9749
12256,969
12257,3080
12258,9223
12259,19703
12260,1548
12261,13736
12262,9435
12263,2375
12264,18080
12265,4056
12266,14030
12267,1638
12268,14137
12269,19392
12270,1639
12271,14836
12272,5251
12273,4412
12274,2398
12275,6104
12276,3193
12277,16731
12278,4664
12279,1670
12280,19574
12281,15508
12282,5271
12283,3329
12284,11227
12285,7670
12286,11391
12287,10295
12288,17445
12289,8598
12290,17834
12291,14021
12292,1081
12293,5788
12294,6710
12295,3016
12296,15395
12297,7824
12298,2158
12299,14872
12300,15106
12301,17221
12302,17937
12303,17291
12304,8716
12305,9356
12306,16352
12307,11914
12308,19301
12309,12027
12310,13511
12311,11793
12312,10489
12313,6385
12314,10895
12315,10871
12316,3526
12317,10242
12318,7603
12319,658
12320,14862
12321,15490
12322,9407
12323,5899
12324,6585
12325,16836
12326,19415
12327,7508
12328,18948
12329,3458
12330,9384
12331,17298
12332,18614
12333,10266
12334,1295
12335,11067
12336,5736
12337,462
12338,18879
12339,11050
12340,11912
12341,15539
12342,2578
12343,8287
12344,8164
12345,1666
12346,7113
12347,6227
12348,15602
12349,764
12350,6897
12351,1254
12352,9014
12353,14243
12354,7198
12355,509
12356,9491
12357,5423
12358,2737
12359,13031
12360,16939
12361,9359
12362,19581
12363,15875
12364,6036
12365,8426
12366,14754
12367,16423
12368,7915
12369,15664
12370,9712
12371,15522
12372,7244
12373,5386
12374,16235
12375,6957
12376,5850
12377,19251
12378,14229
12379,14739
12380,11088
12381,11683
12382,5733
12383,6208
12384,6492
12385,19200
12386,9165
12387,18687
12388,15254
12389,11689
12390,6410
12391,14498
12392,2764
12393,19826
12394,8477
12395,9726
12396,1018
12397,16188
12398,6795
12399,17042
12400,9589
12401,15386
12402,13589
12403,10601
12404,17543
12405,10737
12406,3756
12407,14507
12408,1737
12409,10090
12410,11042
12411,14810
12412,11303
12413,8650
12414,7834
12415,17090
12416,11389
12417,8704
12418,16990
12419,1068
12420,10918
12421,13825
12422,8714
12423,13927
12424,2096
12425,18884
12426,1791
12427,12963
12428,15456
12429,17527
12430,3412
12431,3315
12432,6016
12433,7657
12434,5897
12435,12706
12436,12102
12437,7797
12438,7843
12439,5367
12440,13494
12441,18091
12442,13941
12443,13891
12444,7362
12445,6899
12446,9295
12447,8232
12448,3934
12449,15277
12450,3249
12451,11410
12452,5867
12453,2750
12454,4792
12455,2439
12456,14014
12457,18858
12458,177
12459,16039
12460,7760
12461,1031
12462,10174
12463,15845
12464,4444
12465,2880
12466,15869
12467,17048
12468,6199
12469,722
12470,11687
12471,8211
12472,16812
12473,9590
12474,14731
12475,5136
12476,4408
12477,14618
12478,16661
12479,8032
12480,6520
12481,2837
12482,3074
12483,16672
12484,19570
12485,5679
12486,16409
12487,3199
12488,11313
12489,616
12490,19319
12491,2755
12492,15973
12493,19003
12494,4244
12495,1941
12496,7412
12497,19491
12498,3843
12499,16753
12500,8297
12501,4650
12502,18566
12503,13370
12504,5883
12505,2355
12506,16604
12507,549
12508,10826
12509,8745
12510,4062
12511,15812
12512,10747
12513,6537
12514,14768
12515,10889
12516,8047
12517,2021
12518,14972
12519,18683
12520,18258
12521,5104
12522,568
12523,8839
12524,15493
12525,5096
12526,5171
12527,14886
12528,17310
12529,3299
12530,6639
12531,8003
12532,12782
12533,967
12534,18736
12535,6103
12536,712
12537,3912
12538,16010
12539,10318
12540,13358
12541,2229
12542,4205
12543,18151
12544,6093
12545,3949
12546,609
12547,3859
12548,6952
12549,9333
12550,16910
12551,1338
12552,1867
12553,7000
12554,2854
12555,16431
12556,12008
12557,4530
12558,5714
12559,8017
12560,19145
12561,4609
12562,2836
12563,12419
12564,3680
12565,8629
12566,8978
12567,13656
12568,14501
12569,11783
12570,14603
12571,10532
12572,4803
12573,7518
12574,7409
12575,8374
12576,2040
12577,16634
12578,10888
12579,3943
12580,18810
12581,5879
12582,9051
12583,8808
12584,3852
12585,19165
12586,16698
12587,7917
12588,19457
12589,19071
12590,16136
12591,8693
12592,2232
12593,11891
12594,8841
12595,1210
12596,10992
12597,9691
12598,9527
12599,18138
12600,19127
12601,3025
12602,6105
12603,16576
12604,12981
12605,6543
12606,17359
12607,15092
12608,5292
12609,17809
12610,15839
12611,3991
12612,19786
12613,13325
12614,4786
12615,10448
12616,13402
12617,10976
12618,6292
12619,1625
12620,8963
12621,19817
12622,4739
12623,12177
12624,11282
12625,11960
12626,9310
12627,4830
12628,2740
12629,1554
12630,15191
12631,6365
12632,10045
12633,12895
12634,10666
12635,15036
12636,19435
12637,8103
12638,3762
12639,4011
12640,10417
12641,1161
12642,11151
12643,3760
12644,13169
12645,3559
12646,18740
12647,18314
12648,17414
12649,14800
12650,3698
12651,9258
12652,16704
12653,4552
12654,17121
12655,4143
12656,17071
12657,3872
12658,3300
12659,18156
12660,13651
12661,6414
12662,17635
12663,6948
12664,16534
12665,19582
12666,2852
12667,17879
12668,7576
12669,1547
12670,13920
12671,9069
12672,3751
12673,529
12674,8740
12675,8258
12676,2896
12677,2156
12678,16993
12679,3701
12680,11148
12681,6034
12682,13620
12683,5915
12684,10493
12685,2574
12686,19390
12687,3609
12688,5118
12689,3321
12690,9120
12691,8870
12692,10791
12693,152
12694,511
12695,13982
12696,8550
12697,12726
12698,12879
12699,7737
12700,1799
12701,2306
12702,10200
12703,3828
12704,5406
12705,5895
12706,6301
12707,12679
12708,6624
12709,17294
12710,3682
12711,14816
12712,12370
12713,16009
12714,12561
12715,9865
12716,15482
12717,6194
12718,9592
12719,12264
12720,12638
12721,18166
12722,3952
12723,12134
12724,18372
12725,14364
12726,3129
12727,15816
12728,10438
12729,17562
12730,19712
12731,2031
12732,16751
12733,15123
12734,1870
12735,3536
12736,5723
12737,2282
12738,19192
12739,18417
12740,14735
12741,3657
12742,6096
12743,12193
12744,1866
12745,8553
12746,1946
12747,17840
12748,18401
12749,4071
12750,17802
12751,18665
12752,160
12753,2508
12754,11834
12755,17234
12756,17106
12757,4924
12758,19942
12759,13721
12760,14319
12761,12475
12762,6603
12763,2171
12764,5239
12765,10719
12766,14085
12767,16490
12768,15523
12769,10056
12770,9986
12771,6237
12772,6341
12773,420
12774,6954
12775,11334
12776,1369
12777,15066
12778,14687
12779,774
12780,15257
12781,13781
12782,12246
12783,8493
12784,10065
12785,7928
12786,11835
12787,5287
12788,11822
12789,999
12790,5042
12791,1715
12792,4471
12793,14320
12794,11116
12795,7921
12796,5345
12797,17167
12798,14747
12799,19583
12800,19673
12801,19829
12802,16417
12803,15020
12804,5834
12805,11662
12806,10009
12807,2205
12808,2937
12809,5790
12810,7088
12811,3767
12812,3474
12813,11984
12814,19430
12815,5357
12816,3487
12817,4262
12818,3939
12819,12032
12820,9346
12821,9505
12822,6198
12823,2581
12824,12491
12825,14209
12826,4300
12827,62
12828,7554
12829,2432
12830,12282
12831,15001
12832,5513
12833,1926
12834,8281
12835,5064
12836,17852
12837,4281
12838,15079
12839,2104
12840,19119
12841,9108
12842,19495
12843,1116
12844,15585
12845,8306
12846,15037
12847,7961
12848,14670
12849,7219
12850,16648
12851,14265
12852,6060
12853,2610
12854,17318
12855,19687
12856,4000
12857,8775
12858,1193
12859,4669
12860,1203
12861,11354
12862,15958
12863,440
12864,19615
12865,13315
12866,12159
12867,7842
12868,3320
12869,14676
12870,2129
12871,16959
12872,18328
12873,11792
12874,8992
12875,6936
12876,3157
12877,18815
12878,3741
12879,19634
12880,330
12881,19772
12882,14537
12883,2782
12884,8485
12885,9066
12886,4871
12887,17789
12888,11449
12889,18915
12890,16642
12891,19425
12892,14348
12893,1800
12894,11215
12895,3066
12896,8005
12897,17618
12898,17818
12899,13029
12900,14605
12901,1725
12902,17663
12903,15073
12904,4368
12905,19126
12906,8418
12907,4826
12908,6751
12909,13796
12910,9648
12911,4759
12912,10217
12913,12959
12914,958
12915,1292
12916,17277
12917,1006
12918,7127
12919,2542
12920,8209
12921,18275
12922,5580
12923,9030
12924,18525
12925,13874
12926,18903
12927,13644
12928,4983
12929,15243
12930,16435
12931,18106
12932,14194
12933,19258
12934,11940
12935,5329
12936,17372
12937,19314
12938,10577
12939,8456
12940,6513
12941,1028
12942,8105
12943,9142
12944,10637
12945,5361
12946,17828
12947,10724
12948,4889
12949,17016
12950,10963
12951,14959
12952,12889
12953,19516
12954,996
12955,2825
12956,9126
12957,3258
12958,2735
12959,5933
12960,4480
12961,15562
12962,3996
